Customer #,Name,Address,City,ST,Zip,Phone,Category,Custom Category
41799,Marathon Deo Volente 3 LLC,78 S. Ridge Dr,Port Sanilac,MI,48469-1695,810 622-8307,Milk,MILK
130056,Marathon On Mound,54950 Mound,Shelby Township,MI,48316-3080,586 781-2284,Milk,MILK
130349,"Marge's Donut Den, Inc.",1751 28th St SW,Wyoming,MI,49519,616 5327413,Milk,MILK
180608,Martha's Quick Stop #24,8464 Mt Morris Rd,Flushing,MI,48433,810-350-0038,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
130454,Martha's Vineyard,200 Union NE,Grand Rapids,MI,49503-8514,616 4590911,Milk,MILK
130500,Mary's Kountry Korner,2005 N Melita Rd,Sterling,MI,48659-6610,989 836-2888,Milk,MILK
130040,May May's Cones & Dogs,50463 M152,Dowagiac,MI,49047-4525,920 716-7316,Sells Ice Cream,SELLS ICE CREAM
130037,Mayberry Ice Cream,11184 Davison Rd,Davison,MI,48423,810-399-2293,Milk,MILK
130031,Mayfield Ice Cream Parlour,2341 N Lapeer Rd,Lapeer,MI,48446,810-338-2252,Sells Ice Cream,SELLS ICE CREAM
130030,Mazz's Endzone Party Store,224 N. Clinton,St Johns,MI,48879-1818,989 224-3535,Milk,MILK
131695,McBain Nursing Center LLC,220 S Hughston St,McBain,MI,49657,231-825-2990,Milk,MILK
131886,McBride Country Store,4315 Division,McBride,MI,48852-8514,989 762-5369,Milk,MILK
131989,McGregor's Country Store,3980 Henderson Lake Rd,Prescott,MI,48756-6610,989 873-3863,Milk,MILK
132598,McNally's Party Store,126 N Roland St,McBain,MI,49657-8514,231-825-2357,Milk,MILK
135052,Mega Tacos,3585 Clyde Park Ave,Wyoming,MI,49509,616-551-0309,Serves Soft Serve,SERVES SOFT SERVE
138107,Meijer 171 Cadillac CD,8605 E 34 RD,Cadillac,MI,49601-5719,Driver Peddle,Milk,MILK
138108,Meijer 180 Gr Haven CD milk,1500 US 31,Grand Haven,MI,49417-5719,Driver Peddle,Milk,MILK
138071,Meijer 19 Muskegon-CD,700 W Norton Ave,Muskegon,MI,49441-5719,Driver Peddle,Milk,MILK
138057,Meijer 19 Muskegon,700 W Norton Ave,Muskegon,MI,49441-9654,231 7399381,Serves Ice Cream,SERVES ICE CREAM
139008,Meijer 193 Ludington CD,3900 W. US10,Ludington,MI,49431-9601,Driver Peddle,Milk,MILK
139007,Meijer 193 Ludington IC,3900 W US 10,Ludington,MI,49431,231-845-3700,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
138148,Meijer 216 Standale CD,315 Wilson Ave NW,Standale,MI,49534-9601,Driver Peddle,Milk,MILK
138149,Meijer 217 Holland CD,3320 West Shore Drive,Holland,MI,49424-9601,Driver Peddle,Milk,MILK
138081,Meijer 232 Fruitport CD,5300 S. Harvey St,Muskegon,MI,49444-9601,Driver Peddle,Milk,MILK
138079,Meijer 232 Fruitport Twp,5300 S. Harvey St,Muskegon,MI,49444-1320,231 799-6900,Serves Ice Cream,SERVES ICE CREAM
138066,Meijer 236 Acme CD,4900  M-72 E,Williamsburg,MI,49690-1818,Driver Peddle,Milk,MILK
138052,Meijer 251 Lincoln CD Milk,5019 Red Arrow Highway,Stevensville,MI,49127-9601,Driver Peddle,Milk,MILK
138130,Meijer 271 South Haven CD,1223 Phoenix St,South Haven,MI,49090-7911,Driver Peddle,Milk,MILK
138112,Meijer 279 Manistee CD,15 Caberfae Hwy,Manistee,MI,49660-7911,Driver Peddle,Milk,MILK
138134,Meijer 310 Fremont CD,4665 South Green Ave,Fremont,MI,49412-7911,Drvier Peddle,Milk,MILK
138097,Meijer 33 Traverse City CD,3955 US31 South,Traverse City,MI,49684-1818,Driver Peddle,Milk,MILK
138119,Meijer 41 Benton Harbor CD,1920 Pipestone Rd,Benton Harbor,MI,49022-5719,Driver Peddle,Milk,MILK
138120,Meijer 47 Holland CD,746 East 16th St,Holland,MI,49423-5719,Driver Peddle,Milk,MILK
138123,Meijer 71 N Muskegon CD,1800 Holton Road,North Muskegon,MI,49445-5719,Driver Peddle,Milk,MILK
138064,Meijer 71 North Muskegon,1800 Holton Road,North Muskegon,MI,49445-9654,231 7447441,Serves Ice Cream,SERVES ICE CREAM
130455,Melli's Deli,1115 Washington Ave,Grand Haven,MI,49417,616-610-8027,Milk,MILK
130466,"Melting Moments, Inc",437 N Larch St,Lansing,MI,48912,517-374-0110,Serves Soft Serve,SERVES SOFT SERVE
130572,Mercedeze Rain Chocolates,140 N Main St,North Liberty,IN,46554,574-767-1583,Serves Soft Serve,SERVES SOFT SERVE
130575,Merindorf Meat - Mason,2289 West Barnes Road,Mason,MI,48854-8514,517 676-6039,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
130613,Merrill Gas LLC (Marathon),12025 South Merrill Rd,Brant,MI,48614-1695,989 643-7708,Milk,MILK
101848,MI Base Camp,7944 W Hazel Rd,Mears,MI,49436,231-873-5101,Milk,MILK
101853,Michelle's Cool Dip,1700 N Littlefield,Weidman,MI,48893,989-621-7838,Serves Soft Serve,SERVES SOFT SERVE
131509,Michi Michi,20536 15 Mile Rd,Clinton Township,MI,48035,586-630-0063,Serves Soft Serve,SERVES SOFT SERVE
132328,Michigan Electro Freeze Inc.,32  43rd St  SW,Wyoming,MI,49548-3080,616 534-1111,Serves Soft Serve,SERVES SOFT SERVE
131512,Michigan Food Market,G 4508 Van Slyke Rd,Flint,MI,48507-8514,810 410-4525,Milk,MILK
131520,Michigan St Univ-Dairy Totes,474 S Shaw Ln,East Lansing,MI,48824-1818,517 355-7713,Serves Soft Serve,SERVES SOFT SERVE
130220,Midway Party Store,3821 S. Evergreen,White Cloud,MI,49349-8514,231 689-2004,Milk,MILK
131848,Mikado Market,2276 F-41,Mikado,MI,48745-6610,989 736-3066,Milk,MILK
131852,Mike's Country Grocery,2005 E Gordonville Rd,Midland,MI,48640-6610,989 631-1262,Milk,MILK
131851,Mike And Tina's,13100 Territorial Rd,Stockbridge,MI,49285-8514,517 985-6044,Milk,MILK
131902,Mikey's Ice Cream,8279 Arnt Blvd,Watervliet,MI,49098,269-944-3344,Serves Soft Serve,SERVES SOFT SERVE
32505,Milk and Honey,240 E Front St,Traverse City,MI,49684-1818,231 392-2488,Milk,MILK
131396,Miller's Orchard,14711 Clinton River Rd,Sterling Heights,MI,48313-8514,586 247-2487,Milk,MILK
131429,Millie's Farms LLC,4988 S Croton Hardy Dr,Newaygo,MI,49337,231-381-0020,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
131434,Miners Grove,10 Miller Rd,East Tawas,MI,48730-6610,989 362-9691,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
131912,Mobil-32 Mile,16500 32 Mile,Ray Township,MI,48096-8514,586 336-0519,Milk,MILK
131926,Mobil-Featherstone,749 Featherstone St.,Pontiac,MI,48342-2143,248 332-3080,Milk,MILK
131913,Mobil-Van Dyke,3983 Van Dyke,Almont,MI,48003-8514,810 798-2886,Milk,MILK
131910,Mobil Mart,20700 Mack Ave,Grosse Pointe,MI,48236-8514,313 886-7110,Milk,MILK
132040,Momentum Center,401 N. 7th St.,Grand Haven,MI,49417,616 414-9111,Sells Ice Cream,SELLS ICE CREAM
130561,Mondays,113 Main Street,East Jordan,MI,49727,248-224-9397,Serves Soft Serve,SERVES SOFT SERVE
132080,Montague Foods-Frozen,8718 Water Street,Montague,MI,49437-7911,231 894-4378,Serves Ice Cream,SERVES ICE CREAM
132079,Montague Foods,8718 Water Street,Montague,MI,49437-7911,231 894-4378,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
132150,"Moo To You Dairy Services, LLC",8200 Grand River,Brighton,MI,48114,248-912-8441,Milk,MILK
130776,Moomers Homemade Ice Cream,7263 N. Long Lake Rd,Traverse City,MI,49684-1818,231 941-4122,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
132703,Mooney's Ice Cream & Cakes,5982 State St,Saginaw,MI,48609,989-928-9361,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
131708,Morley Citgo,301 S. Cass St,Morley,MI,49336-8514,231 307-3097,Milk,MILK
131710,Morley Depot I/C Shop,280 S Cass,Morley,MI,49336-8514,231 307-3112,Milk,MILK
131558,Mr Burger Allendale,6880 Lake Michigan Dr,Allendale,MI,49401,,Milk,MILK
131555,Mr Burger Hudsonville,5835 Balsam Dr.,Hudsonville,MI,49426,616 662-5088,Milk,MILK
131554,Mr. Bibs LLC,16421 Star Lake Dr,Baldwin,MI,49304-4525,231 898-3625,Milk,MILK
131553,MR. C'S Custom Cone LLC,8001 Elizabeth Lake Road,White Lake,MI,48386-4525,248 698-2663,Sells Ice Cream,SELLS ICE CREAM
131568,Mr. Grocery,53941 CR 388,Grand Junction,MI,49056-1768,516 808-3041,Milk,MILK
132078,Ms Fuels Inc,32050 Gratiot Ave.,Roseville,MI,48066-1768,586 294-5891,Milk,MILK
194272,MSU Dairy Store,474 South Shaw Lane,East Lansing,MI,48824,616-299-8878,Serves Soft Serve,SERVES SOFT SERVE
134273,MSU Duffy Daugherty Bldg,771 Chestnut Rd,East Lansing,MI,48824-1818,517-432-1015,Milk,MILK
134253,MSU Jenison Fieldhouse,48 Breslin Center,East Lansing,MI,48824-1818,517-432-1015,Milk,MILK
134256,MSU Jenison Fieldhouse(B1G XC),48 Breslin Center,East Lansing,MI,48824-1818,517-432-1015,Milk,MILK
130881,Mugg & Bopps #1,763 South Michigan Ave.,Howell,MI,48843-1818,517 546-2104,Milk,MILK
130890,Mugg & Bopps #10,9925 Spencer Rd.,Brighton,MI,48114-1818,810 227-8197,Milk,MILK
130904,Mugg & Bopps #11,5042 E Berry Rd,Pleasant Lake,MI,49272,517-769-6899,Milk,MILK
130892,Mugg & Bopps #12,137 North Main,Perry,MI,48872-1818,989 472-9001,Milk,MILK
130893,Mugg & Bopps #13,102 S. Morrice Rd.,Morrice,MI,48857-1818,989 472-9090,Milk,MILK
130894,Mugg & Bopps #14,921 E. Grand River Rd.,Howell,MI,48843-1320,517 546-9789,Milk,MILK
130895,Mugg & Bopps #15,9782 M-36,Whitmore Lake,MI,48189-1320,734 449-9204,Milk,MILK
130896,Mugg & Bopps #16,329 N. Main St.,Munith,MI,49285-8305,517 596-2727,Milk,MILK
130897,Mugg & Bopps #17,11055 Highland Rd.,Hartland,MI,48353-1818,810 991-0003,Milk,MILK
130898,Mugg & Bopps #18,1644 Pinkney Rd.,Howell,MI,48843-1320,517 545-0000,Milk,MILK
130899,Mugg & Bopps #19 Countryway Mk,7999 Mason Rd.,Fowlerville,MI,48836-8305,517 223-9178,Milk,MILK
130882,Mugg & Bopps #2,202 N. Michigan Ave.,Howell,MI,48843-1818,517 546-7370,Milk,MILK
130900,Mugg & Bopps #20 Chelsea,1630 S. Main Street,Chelsea,MI,48118-8305,734 433-5600,Milk,MILK
130902,Mugg & Bopps #21 Howell,6801 Oak Grove Rd.,Howell,MI,48855-8305,517 292-8250,Milk,MILK
130906,Mugg & Bopps #22 Chelsea,20490 M-52,Chelsea,MI,48118,734-475-9100,Milk,MILK
130883,Mugg & Bopps #3,211 East Main St.,Pinckney,MI,48169-1818,734 878-5620,Milk,MILK
130884,Mugg & Bopps #4,201 S. Clinton St.,Stockbridge,MI,49285-8305,517 851-7171,Milk,MILK
130885,Mugg & Bopps #5,2940 Baker Rd.,Dexter,MI,48130-1818,734 426-4075,Milk,MILK
130886,Mugg & Bopps #6,15241 North Holly Rd.,Holly,MI,48442-1428,248 634-3564,Milk,MILK
130887,Mugg & Bopps #7,106 East M 36,Gregory,MI,48137-1818,734 498-3604,Milk,MILK
130888,Mugg & Bopps #8,3864 Mount Hope Rd.,Grass Lake Twp,MI,49420-8305,517 522-3550,Milk,MILK
130889,Mugg & Bopps #9,433 Highland Rd.,Howell,MI,48843-1320,517 546-0101,Milk,MILK
130846,Muir Mini Mart,296 E Maple St,Muir,MI,48860-1818,989 855-2200,Milk,MILK
130875,Mulders Merchants,2131 Kalamazoo,Grand Rapids,MI,49507-1768,616 245-3470,Milk,MILK
60141,Munchy Llama KEY#83,3917 Leland Ave Ne,Comstock Park,MI,49321-0011,616 287-4777,Sells Ice Cream,SELLS ICE CREAM
132077,Murtle's Handmade Chocolates,112 W Main St,Owosso,MI,48867-6610,989 720-4050,Milk,MILK
130471,Mussell Beach,3540 State Park Rd,Bay City,MI,48706-1818,989 686-0575,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
130475,MVP Sports Club,4035 Burton St SE,Grand Rapids,MI,49546,616 254-8800,Serves Soft Serve,SERVES SOFT SERVE
140249,Na-Tah-Ka,5826 N. Bass Lake Rd,Irons,MI,49644-4525,231 266-5430,Milk,MILK
140256,Nancy's @ The Lake,142 North Whitaker,New Buffalo,MI,49117-4525,269 469-4240,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
140258,Narrow Lake Country Store,8587 Narrow Lake Rd,Springport,MI,49284-1818,517 543-2538,Milk,MILK
140270,Nauti MI On The River,9260 McGregor Rd,Pinckney,MI,48169-4525,810 923 6394,Sells Ice Cream,SELLS ICE CREAM
141170,Nedo's Farm Market,4660 F-41,Mikado,MI,48745-6610,989 736-6649,Milk,MILK
142018,Neighborhood Party Store,11923 US 23 South,Ossineke,MI,49766-6610,989-471-2356,Milk,MILK
142026,Neiman's Family Mkt - Tawas,220 E. Lake St.,Tawas City,MI,48763-6610,989 362-9180,Serves Ice Cream,SERVES ICE CREAM
142027,Neimans Family Mkt D- Mayville,E15 E Main Street,Mayville,MI,48744,,Milk,MILK
142028,Neimans Family Mkt IC Mayville,E15 E Main Street,Mayville,MI,48744,,Serves Ice Cream,SERVES ICE CREAM
141875,Nelson's Farm Market,469 W 112th,Grant,MI,49327-3080,231 834-8441,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
141907,Newaygo Farm Bureau,PO Box 63,Remus,MI,49340,616-318-1944,Milk,MILK
141071,Nibbles,45 E Higgins Lake Dr,Roscommon,MI,48653-1818,248 719-1360,Serves Soft Serve,SERVES SOFT SERVE
142022,Nick's 22nd St Steak House,48900 VanDyke,Utica,MI,48317,586 731-3900,Milk,MILK
142029,Nienhuis Dairy Farm LLC,9347 Tyler St,Zeeland,MI,49464,616-836-6587,Milk,MILK
200651,Niles Lucky Stop,2326 S. 11th St.,Niles,MI,49120-1768,269 683-6553,Milk,MILK
142036,"Nini's Ice Cream, LLC",116 E Jackson St,Paulding,OH,45879,567-344-0260,Serves Soft Serve,SERVES SOFT SERVE
142043,Nixon's Grocery,15998 W Brant Rd,Brant,MI,48614-1695,989 585-3131,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
61613,Norm's Ice Cream Shop LLC,350 N 3rd Ave,Fruitport,MI,49415,616-888-7664,Sells Ice Cream,SELLS ICE CREAM
141075,North End Party Store,502 N Cochran Ave,Charlotte,MI,48813,517-543-8299,Milk,MILK
172801,North Shore Market,16177 Seymour Rd,Linden,MI,48451-4525,810-735-5030,Milk,MILK
141072,Northern Heights Citgo,11031 Northland Dr,Big Rapids,MI,49307-1768,231 592-8622,"Sells Ice Cream, Milk, Serves Ice Cream","SELLS ICE CREAM, MILK, SERVES ICE CREAM"
142556,Northside Market,6388 Bryant Rd.,Ludington,MI,49431-1768,231 843-4460,Milk,MILK
142559,Northside Party Store,2260 N. State St,Ionia,MI,48846-1818,616 527-6779,Milk,MILK
142575,Northview Party Store,23015 21 Mile Rd,Macomb,MI,48042-1768,586 949-4477,Milk,MILK
142578,Norton Mini Mart,3381 McCracken,Muskegon,MI,49441-1768,231 563-3711,Milk,MILK
142583,Novak Applied Technologies,1702 Suncrist St.,Midland,MI,48640,989-615-4701,Serves Soft Serve,SERVES SOFT SERVE
142814,Nuvu Fuels,1578 US-31 S,Manistee,MI,49660-4525,231 299-7119,Milk,MILK
150022,Oak Beach Pantry & Pizza,3371 Port Austin Rd,Port Austin,MI,48467-2206,989 738-0131,Milk,MILK
150462,Oh Five Scoop Shop LLC,1937 E State Blvd,Fort Wayne,IN,46805-4525,260 494-5219,Sells Ice Cream,SELLS ICE CREAM
150463,Oinks 2020 Inc. (KEY #13 ),227 W. Buffalo,New Buffalo,MI,49117-4525,517 819-0985,Sells Ice Cream,SELLS ICE CREAM
150507,Old 27 Ice Cream Shop,168 S 2nd St,Decatur,IN,46733-4525,260-302-4064,Serves Soft Serve,SERVES SOFT SERVE
150502,Old Orchard Park General Store,883 E River Road,Oscoda,MI,48750-6610,989 739-7814,Milk,MILK
150495,Ole Dam Rd Party Store,6622 W M-72 Hwy,Grayling,MI,49738,989-348-9675,Milk,MILK
151030,Oliver Gramm LLC,9866 Cherry Valley Ave SE,Caledonia,MI,49316,616-260-5477,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
151020,OM Petroleum1 Inc.,4967 Lumber Jack Rd.,Elm Hall,MI,48830-1768,989 833-7311,Milk,MILK
155139,"Ope, It's Ice Cream",230 S. Adams St,Newaygo,MI,49337-4525,616 218-3395,Serves Soft Serve,SERVES SOFT SERVE
11458,Orangeville Fast Stop #4692,6989 Marsh Rd. ET,Shelbyville,MI,49344-1768,269 664-5149,Milk,MILK
150037,Orchard Market Freesoil,8400 N U.S. 31,Freesoil,MI,49411,231-464-5534,Milk,MILK
150036,Orchard Market Fruitport,6530  Airline Rd,Fruitport,MI,49415-7911,231 865-3435,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
150035,Orchard Market Spring Lake,17026 Lloyds Bayou Dr,Spring Lake,MI,49456-7911,616 844-6662,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
151262,Otisville Dairy Delight,430 S. State Rd,Otisville,MI,48463-4525,810 625-4826,Serves Soft Serve,SERVES SOFT SERVE
157232,Ottawa Beach Gen Store(KEY#107,2256 Ottawa Beach Rd,Holland,MI,49424-4525,616 836-3966,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
152105,Outdoor Adventures - Davison,4392 N Irish Rd,Davison,MI,48423-1695,810 658-3388,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
152103,Outdoor Adventures - Kalamazoo,8368 W C Ave,Kalamazoo,MI,49009-1768,269 337-0955,Milk,MILK
152110,Outdoor Adventures - Lkshr Grl,4392 N Irish Rd,Davison,MI,48423,810-658-3388,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
152106,Outdoor Adventures - Mt Pleasa,340 N Loomis Rd,Mt Pleasant,MI,48858-1320,989 772-5953,Milk,MILK
152109,Outdoor Adventures Omer,1050 Husak Rd,Omer,MI,48749-6610,989 653-2224,Milk,MILK
152108,Outdoor Adventures Standish,4738 Foco Rd,Standish,MI,48658-1695,989 846-0128,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
152107,Outdoor Adventures Sterling,334 Melita Rd,Sterling,MI,48659-2206,989 654-3195,Milk,MILK
157268,Owasippe Scout Reservation,9900 Russell Rd,Twin Lake,MI,49457-4525,859-356-8442,Milk,MILK
161793,Ox's Smoked Meats,113 W. Main St,Westphalia,MI,48894-1818,989 587-0070,Milk,MILK
160014,Paisley's Sugar Shack,5490 Butman Rd,Gladwin,MI,48624,989-426-3220,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
141678,Pan Northside Beverage,135 N Main St,Three Rivers,MI,49093,269-279-7814,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
160025,Park Lake Creamery,6320 Park Lake Rd,Bath,MI,48808-1320,517 505-6939,Sells Ice Cream,SELLS ICE CREAM
160023,Park Lake Creamery Warehouse,15600 Peacock Rd,Haslett,MI,48808-1320,517 505-6939,Sells Ice Cream,SELLS ICE CREAM
162424,Parkside Store,8587 W. Silver Lake Rd.,Mears,MI,49436-9738,231 873-5457,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
160345,Pathway Home of Elsie,133 W Main St,Elsie,MI,48831-1818,989 862-4882,Milk,MILK
160341,Patriot Party Mart,517 N State St,Caro,MI,48723-1695,989 673-4249,"Sells Ice Cream, Milk, Serves Ice Cream","SELLS ICE CREAM, MILK, SERVES ICE CREAM"
160395,Peachwave,2359 Health Dr SW Ste 110,Wyoming,MI,49519,616-286-3225,Milk,MILK
160400,Pearly's Dairy King,291 N Michigan Ave,Beulah,MI,49617,231-620-7800,Serves Soft Serve,SERVES SOFT SERVE
162592,Pentwater Convenience Center,4374 W Monroe Rd,Pentwater,MI,49449-1768,231 869-4203,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
162590,Pentwater Dari Creme,11 N. Hancock,Pentwater,MI,49449-4525,,Milk,MILK
162522,Pentwater House of Flavors,210 S Hancock St,Pentwater,MI,49449-4525,231 869-4009,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
162033,Pepperoni Cow,7161 Lakeshore Rd,Lakeport,MI,48059-4525,586 884-1973,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
162016,Perks of Frankfort,429 Main St,Frankfort,MI,49635,231-352-4500,Milk,MILK
160505,Pete's Party and Supply LLC,6521 N US 23,Oscoda,MI,48750-6610,989 739-1731,Milk,MILK
130633,Petro P-Bay Park Holland,372 E Lakewood Blvd,Holland,MI,49424-9613,616-396-4333,Milk,MILK
130626,Petro P-Beltline/3 Mil Mar 380,2808 E Beltline Ave NE,Grand Rapids,MI,49505-9613,616 363-4248,Milk,MILK
130632,Petro P-Caledonia BP #430,9633 Cherry Valley,Caledonia,MI,49316-9613,616 891-9080,Milk,MILK
130623,Petro P-Centerpoint Mar #340,2560 E Beltline Ave SE,Grand Rapids,MI,49546-9613,616 284-3070,Milk,MILK
130607,Petro P-Cornerstone BP #330,1169 East Beltline  NE,Grand Rapids,MI,49505-9613,616 285-2718,Milk,MILK
130636,Petro P-Dorr Marathon #470,4204 18th St,Dorr,MI,49323,616-681-9074,Milk,MILK
130609,Petro P-Fillmore BP #370,762 Cabill Drive,Holland,MI,49423-9613,616 392-7099,Milk,MILK
130615,Petro P-Gun Lake BP 415,1515 S. Patterson,Wayland,MI,49348-9613,269 792-2552,Milk,MILK
130625,Petro P-Hamilton Marathon #375,3416 Lincoln Rd,Hamilton,MI,49419-9613,269 751-2335,Milk,MILK
130604,Petro P-Lowell BP #412,403 West Main St,Lowell,MI,49331-9613,616 897-6143,Milk,MILK
130602,Petro P-Rivertown Marathon 308,3980 44th St SW,Grandville,MI,49418-9613,616 249-2822,Milk,MILK
130629,Petro P-Stanton Junction #460,9170 US 31,West Olive,MI,49460-9613,616 399-6900,Milk,MILK
130617,Petro P-Yankee Sp Marathon 415,11300 WM-179 HWY,Middleville,MI,49333-9613,269 792-2552,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
130627,Petro P Fennville BP #402,409 East Main Street,Fennville,MI,49408-9613,269 561-5237,Milk,MILK
130634,Petro P Yellow Jacket,12011 Lake Michigan,West Olive,MI,49060-9738,616 928-9595,Milk,MILK
160160,Phoenix Rising Bakery,6725 S. Division,Grand Rapids,MI,49548,616 281-9790,Milk,MILK
160036,Pic -n- Pac,5187 S. Henry,Muskegon,MI,49444-1768,231 7981117,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
160030,Pickard St Citgo,910 W Pickard St,Mt Pleasant,MI,48858-1818,989 775-8303,Milk,MILK
160542,Pierside 23,2490 E Huron Rd,Au Gres,MI,48703-1695,989 876-7856,Milk,MILK
160545,Pig -N- Pizza LLC (KEY #36 ),60010 Corey Lake Rd,Three Rivers,MI,49093,269-244-9915,Sells Ice Cream,SELLS ICE CREAM
160039,Pinckney Bakery,169 E. Main St,Pinckney,MI,48169-4525,734 954-9198,Milk,MILK
160041,"Pine River General Store, LLC",10467 M-37,Wellston,MI,49689,517-202-7783,Milk,MILK
160137,Pioneer Party Store,6117 US-10,Custer,MI,49405-1768,231 757-9508,Milk,MILK
160610,Plane Food Market LLC,121 East Elizabeth St,Stockbridge,MI,49285-2143,517 795-8170,Milk,MILK
161897,Portage Store and Deli,5472 E Grand Lake Road,Presque Isle,MI,49777-1818,989 595-5095,Milk,MILK
161864,Post Family Farm LLC,5081 Bauer Road,Hudsonville,MI,49426-4525,616 669-1964,Milk,MILK
161044,Prescott Party Store,107 Sage Lake Rd,Prescott,MI,48756,989-873-3894,Milk,MILK
160543,Pufferbelly Ice Cream LLC,1022 Cass St.,Ft Wayne,IN,46808-8720,260 667-7465,Sells Ice Cream,SELLS ICE CREAM
140268,Pure Pastures,1102 Ann Arbor Rd,Plymouth,MI,48170-1768,248 231-6533,"Sells Ice Cream, Serves Ice Cream","SELLS ICE CREAM, SERVES ICE CREAM"
160660,Purtells LLC,409 S. Mable,Pinconning,MI,48650,989-879-4111,Sells Ice Cream,SELLS ICE CREAM
182192,Quality Dairy #18,2233 S. Cedar,Holt,MI,48842-9738,517 371-8918,Serves Soft Serve,SERVES SOFT SERVE
180596,Quick Stop 17,6015 S M 52,Owosso,MI,48867-9725,989 725-2575,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
180597,Quick Stop 18,135 S Saginaw St,Byron,MI,48418-9725,810 266-5149,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
180594,Quick Stop 19,1740 W Main St,Owosso,MI,48867-9725,989 723-9786,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
180599,Quick Stop 21,441 West Main St,Flushing,MI,48433-9725,810 4870602,Milk,MILK
180598,Quick Stop 22,8995 E  M 21,Corunna,MI,48817-9725,810 6213607,Milk,MILK
180592,Quick Stop 26,8982 E. Lansing Rd,Durand,MI,48429-9725,989 288-6229,Milk,MILK
180604,Quick Stop IC 17,6015 S M 52,Owosso,MI,48867-9725,989 725-2575,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
170527,Quickwater Coffee ( KEY #76 ),8 E Bridge St NE Ste 102,Rockford,MI,49341-3080,616 466-4723,Milk,MILK
170530,Quickway Liquor LLC,04237 CO RD 687,South Haven,MI,49090-1768,516 808-3041,Milk,MILK
182635,R & S Party Store,3543 Byron Center,Wyoming,MI,49509-1768,616 532-4340,Milk,MILK
182634,R Store,582 10th Street,Plainwell,MI,49080,269-685-5899,Milk,MILK
180536,Ralph's Food Market,655 Leonard St. NW,Grand Rapids,MI,49504,616-451-2791,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
181206,Ray's Drive In,20 N. Beacon Blvd,Grand Haven,MI,49417-4525,616 842-3400,Serves Soft Serve,SERVES SOFT SERVE
181871,Ray's Mini Mart-OutdoorPS Milk,2210 Holton Rd.,Muskegon,MI,49445,231-744-7436,Milk,MILK
180814,Red Egg Creamery,309 Main St,Spring Arbor,MI,49283,517-937-5926,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
180826,Red Tricycle Ic Cream (KEY #37,3112 South Westnedge,Kalamazoo,MI,49008,269 532-9549,Serves Soft Serve,SERVES SOFT SERVE
180825,Red Wok,1679 E Sherman Blvd,Muskegon,MI,49444,231 739-8886,Serves Soft Serve,SERVES SOFT SERVE
180833,Redwing Corner,10982 Old 27 Hwy N,Vanderbilt,MI,49795,989-306-0321,Milk,MILK
182612,Renfroes Dairy Delight,236 W Leigh St,Homer,MI,49245-4525,517 418-0025,Sells Ice Cream,SELLS ICE CREAM
182624,Rescue Mission,400 W. Laketon,Muskegon,MI,49442-3080,231 7276090,Milk,MILK
180558,Rich's Country Store,6237 Bishop Rd,Lansing,MI,48911-1768,517 882-1772,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
